OBJECTID,STATUS,AP_NAME,AP_NUMBER,MAP_NUMBER,AP_FULL_NAME,ADOPTED_DATE,CROP_TYPE,NONR_DATE,ACTIVE,AMENDMENT_NO,SHAPESTArea,SHAPESTLength
8983,O,"VALLE VISTA",3,229,"VALLE VISTA NO. 3 MAP NO. 229",1973-08-07T00:00:00.000Z," ",,Y," ",433318.75390625,2633.08157067084
8993,O,"EL SOBRANTE",1,18,"EL SOBRANTE NO. 1 MAP NO. 18",1969-02-24T00:00:00.000Z," ",,Y," ",32900803.2412109,66610.3191949842
9019,O,"COACHELLA VALLEY",96,695,"COACHELLA VALLEY NO. 96 MAP NO. 695",1990-02-20T00:00:00.000Z," ",,Y," ",12182059.8251953,14888.8547664871
9028,O,WOODCREST,3,22,"WOODCREST NO. 3 MAP NO. 22",1669-02-24T00:00:00.000Z," ",,Y," ",442108.173828125,2659.74152509991
9032,O,"GLEN IVY",1,34,"GLEN IVY NO. 1 MAP NO. 34",1969-09-29T00:00:00.000Z," ",,Y," ",317927.424804688,2279.28482693642
9037,O,"RANCHO CALIFORNIA",8,287,"RANCHO CALIFORNIA NO. 8 MAP NO. 287",1974-02-19T00:00:00.000Z," ",,Y," ",2689966.296875,8723.26591477924
9039,O,"RANCHO CALIFORNIA",29,405,"RANCHO CALIFORNIA NO. 29 MAP NO. 405",1977-02-15T00:00:00.000Z," ",,Y," ",1346474.046875,4792.14438390779
9040,O,WINCHESTER,2,1022,"WINCHESTER NO. 2 MAP NO. 1022",2012-03-13T00:00:00.000Z," ",,N,1,45524976.1630859,51450.2734570554
9041,O,WINCHESTER,2,60,"WINCHESTER NO. 2 MAP NO. 60",1969-11-17T00:00:00.000Z," ",,Y," ",55256088.7822266,43085.222105271
9042,O,WINCHESTER,2,60,"WINCHESTER NO. 2 MAP NO. 60",1969-11-17T00:00:00.000Z," ",,Y," ",7121242.96777344,10666.9493067239
9043,O,WINCHESTER,2,60,"WINCHESTER NO. 2 MAP NO. 60",1969-11-17T00:00:00.000Z," ",,Y," ",22.8447265625,134.993530948528
9044,O,WINCHESTER,2,60,"WINCHESTER NO. 2 MAP NO. 60",1969-11-17T00:00:00.000Z," ",,Y," ",15.4013671875,136.766740140104
9045,O,WINCHESTER,2,60,"WINCHESTER NO. 2 MAP NO. 60",1969-11-17T00:00:00.000Z," ",,Y," ",3.9873046875,60.9358015299719
9046,O,"RANCHO CALIFORNIA",12,322,"RANCHO CALIFORNIA NO. 12 MAP NO. 322",1975-02-18T00:00:00.000Z," ",,Y," ",4845186.09375,18110.7426915346
9047,O,"RANCHO CALIFORNIA",12,322,"RANCHO CALIFORNIA NO. 12 MAP NO. 322",1975-02-18T00:00:00.000Z," ",,Y," ",245966.587890625,7689.96788979691
9048,O,"RANCHO CALIFORNIA",23,366,"RANCHO CALIFORNIA NO. 23 MAP NO. 366",1976-12-10T00:00:00.000Z," ",,Y," ",854993.813476562,3811.27955382739
9050,O,"EL SOBRANTE",1,854,"EL SOBRANTE NO. 1 MAP NO. 854",2002-08-06T00:00:00.000Z," ",,N,21,602973.646484375,3923.73949756626
9051,O,"EL SOBRANTE",1,1044,"EL SOBRANTE NO. 1 MAP NO. 1044",2015-06-30T00:00:00.000Z," ",,N,22,6500932.66503906,12336.1061150817
9052,O,"EL SOBRANTE",1,1044,"EL SOBRANTE NO. 1 MAP NO. 1044",2015-06-30T00:00:00.000Z," ",,N,22,650840.435546875,3297.55449319187
9053,O,"EL SOBRANTE",1,1044,"EL SOBRANTE NO. 1 MAP NO. 1044",2015-06-30T00:00:00.000Z," ",,N,22,214220.958984375,1964.64122203023
9054,O,"MURRIETA HOT SPRINGS",14,1029,"MURRIETA HOT SPRINGS NO. 14 MAP NO. 345",2015-07-21T00:00:00.000Z," ",,N,1,5239001.52539062,10575.5171187237
9058,O,"PERRIS VALLEY",6,662,,1990-01-23T00:00:00.000Z," ",,Y,,599674.837890625,8540.64736303692
9064,O,"RANCHO CALIFORNIA",4,110,"RANCHO CALIFORNIA NO. 4 MAP NO. 110",1970-09-21T00:00:00.000Z," ",,N,1047,726885.172851562,9404.59477472622
9065,O,"RANCHO CALIFORNIA",4,110,"RANCHO CALIFORNIA NO. 4 MAP NO. 110",1970-09-21T00:00:00.000Z," ",,Y," ",8964870.43261719,25005.8661680813
9066,O,"RANCHO CALIFORNIA",4,110,"RANCHO CALIFORNIA NO. 4 MAP NO. 110",1970-09-21T00:00:00.000Z," ",,Y," ",15673.2880859375,873.811241415329
9071,O,BLYTHE,38,1039,"BLYTHE NO. 38 MAP NO. 1039",2016-10-26T00:00:00.000Z," ",,Y," ",8714933.7578125,13220.2791280679
