OBJECTID,STATUS,AP_NAME,AP_NUMBER,MAP_NUMBER,AP_FULL_NAME,ADOPTED_DATE,CROP_TYPE,NONR_DATE,ACTIVE,AMENDMENT_NO,SHAPESTArea,SHAPESTLength
8387,A,"MIRA LOMA",2,925,"MIRA LOMA NO. 2 MAP NO. 925",2006-10-17T00:00:00.000Z," ",,N,28,493354.290039062,2859.99447175682
8388,A,"MIRA LOMA",5,788,"MIRA LOMA NO. 5 MAP NO. 788",2000-05-03T00:00:00.000Z," ",,N,5,1536855.63574219,5219.45508251832
8389,A,"MIRA LOMA",10,820,"MIRA LOMA NO. 10 MAP NO. 820",2003-02-04T00:00:00.000Z," ",,N,3,6059012.8671875,10656.164726284
8390,A,"MORENO VALLEY",1,608,"MORENO VALLEY NO. 1 MAP NO. 608",1984-11-27T00:00:00.000Z," ",,N,1,10422086.7460938,13159.6290159031
8391,A,WOODCREST,2,674,"WOODCREST NO. 2 MAP NO. 674",1990-01-16T00:00:00.000Z," ",,N,4,849683.604492188,3924.47485072574
8392,A,"MIRA LOMA",2,881,"MIRA LOMA NO. 2 MAP NO. 881",2005-10-18T00:00:00.000Z," ",,N,21,1701349.6328125,5218.55484865582
8399,A,"EL SOBRANTE",1,712,"EL SOBRANTE NO. 1 MAP NO. 712",1969-02-24T00:00:00.000Z," ",,Y,10,453608.692382812,4985.37362993776
8400,A,WOODCREST,4,91,"WOODCREST NO. 4 MAP NO. 91",1970-02-24T00:00:00.000Z," ",,Y,2,890320.161132812,4005.25258250694
8401,A,WOODCREST,4,983,"WOODCREST NO. 4 MAP NO. 983",1974-02-19T00:00:00.000Z," ",,Y,29,500273.986328125,2897.81524023651
8402,A,WOODCREST,4,1004,"WOODCREST NO. 4 MAP NO. 1004",2008-10-28T00:00:00.000Z," ",,N,31,1786742.55957031,5347.05038570057
8403,A,"EL SOBRANTE",1,529,"EL SOBRANTE NO. 1 MAP NO. 529",1981-01-13T00:00:00.000Z," ",,Y,4,1312237.6796875,5301.67444763848
8406,A,"BEDFORD CANYON",1,102,"BEDFORD CANYON NO. 1 MAP NO. 102",1970-06-15T00:00:00.000Z," ",,N,1,1621337.74902344,5587.84901079332
8407,A,"BEDFORD CANYON",2,715,"BEDFORD CANYON NO. 2 MAP NO. 715",1991-09-03T00:00:00.000Z," ",,N,1,6887964.07226562,10501.9132207467
8411,A,"COACHELLA VALLEY",6,157,"COACHELLA VALLEY NO. 6 MAP NO. 157",1972-01-11T00:00:00.000Z," ",,Y,1,870684.40234375,3964.8807819633
8417,A,"RANCHO CALIFORNIA",23,448,"RANCHO CALIFORNIA NO. 23 MAP NO. 448",1977-09-27T00:00:00.000Z," ",,Y,4,860033.172851562,3724.23715696691
8418,A,"RANCHO CALIFORNIA",23,469,"RANCHO CALIFORNIA NO. 23 MAP NO. 469",1978-05-09T00:00:00.000Z," ",,N,8,853166.162109375,3824.9995860964
8420,A,"RANCHO CALIFORNIA",23,419,"RANCHO CALIFORNIA NO. 23 MAP NO. 419",1977-02-15T00:00:00.000Z," ",,Y,3,1027924.37304688,4434.09547133088
8421,A,"COACHELLA VALLEY",28,274,"COACHELLA VALLEY NO. 28 MAP NO. 274",1973-12-11T00:00:00.000Z," ",,Y,1,3258426.69433594,7627.47304855201
8422,A,"RANCHO CALIFORNIA",23,419,"RANCHO CALIFORNIA NO. 23 MAP NO. 419",1977-02-15T00:00:00.000Z," ",,Y,3,1980017.87402344,6028.89052148395
8424,A,"RANCHO CALIFORNIA",23,474,"RANCHO CALIFORNIA NO. 23 MAP NO. 474",1978-02-28T00:00:00.000Z," ",,Y,9,243135.170898438,3324.02821302333
8427,A,"RANCHO CALIFORNIA",23,452,"RANCHO CALIFORNIA NO. 23 MAP NO. 452",1978-01-31T00:00:00.000Z," ",,Y,5,416103.004882812,3675.57572806059
8429,A,"RANCHO CALIFORNIA",15,429,"RANCHO CALIFORNIA NO. 15 MAP NO. 429",1977-02-15T00:00:00.000Z," ",,Y,1,1287932.34960938,4572.38835122769
8437,A,"RANCHO CALIFORNIA",15,471,"RANCHO CALIFORNIA NO. 15 MAP NO. 471",1978-02-28T00:00:00.000Z," ",,Y,2,1285652.09375,5614.24110131393
8439,A,"RANCHO CALIFORNIA",23,410,"RANCHO CALIFORNIA NO. 23 MAP NO. 410",1977-02-15T00:00:00.000Z," ",,Y,2,2071627.93945312,6612.34778192753
8440,A,"RANCHO CALIFORNIA",27,509A,"RANCHO CALIFORNIA NO. 27 MAP NO. 509A",1977-03-27T00:00:00.000Z," ",,Y,3A,931982.58203125,3896.73298939744
8441,A,"RANCHO CALIFORNIA",27,406,"RANCHO CALIFORNIA NO. 27 MAP NO. 406",1978-02-28T00:00:00.000Z," ",,Y,1,1791471.44042969,5510.60956240015
8442,A,"RANCHO CALIFORNIA",16,402,"RANCHO CALIFORNIA NO. 16 MAP NO. 402",1977-02-15T00:00:00.000Z," ",,Y,2,1087264.72265625,4504.2789167203
8443,A,"RANCHO CALIFORNIA",23,399,"RANCHO CALIFORNIA NO. 23 MAP NO. 399",1977-01-18T00:00:00.000Z," ",,Y,1,407513.30078125,2891.62409836055
8444,A,"RANCHO CALIFORNIA",23,454,"RANCHO CALIFORNIA NO. 23 MAP NO. 454",1978-01-31T00:00:00.000Z," ",,Y,6,423999.502929688,2987.77712478102
8447,A,"RANCHO CALIFORNIA",27,406,"RANCHO CALIFORNIA NO. 27 MAP NO. 406",1978-02-28T00:00:00.000Z," ",,Y,1,2548943.37695312,9251.88409815285
8448,A,"RANCHO CALIFORNIA",27,605,"RANCHO CALIFORNIA NO. 27 MAP NO. 605",1985-02-26T00:00:00.000Z," ",,Y,6,896856.525390625,4802.49387207661
8450,A,"RANCHO CALIFORNIA",16,437,"RANCHO CALIFORNIA NO. 16 MAP NO. 437",1977-02-15T00:00:00.000Z," ",,Y,3,871115.963867188,3881.5757599064
8451,A,"RANCHO CALIFORNIA",27,510,"RANCHO CALIFORNIA NO. 27 MAP NO. 510",1979-03-27T00:00:00.000Z," ",,Y,4,930143.107421875,4371.37280967078
8452,A,"RANCHO CALIFORNIA",36,620,"RANCHO CALIFORNIA NO. 36 MAP NO. 620",1986-01-28T00:00:00.000Z," ",,Y,1,933589.966796875,5124.25112865661
8454,A,"RANCHO CALIFORNIA",28,441,"RANCHO CALIFORNIA NO. 28 MAP NO. 441",1977-07-05T00:00:00.000Z," ",,Y,3,847401.458984375,3883.58496680533
8456,A,"RANCHO CALIFORNIA",16,466,"RANCHO CALIFORNIA NO. 16 MAP NO. 466",1978-01-31T00:00:00.000Z," ",,Y,4,877045.448242188,4042.83333816545
8458,A,"RANCHO CALIFORNIA",28,412,"RANCHO CALIFORNIA NO. 28 MAP NO. 412",1977-02-15T00:00:00.000Z," ",,Y,1,775651.252929688,4223.81682176173
8463,A,"RANCHO CALIFORNIA",30,468,"RANCHO CALIFORNIA NO. 30 MAP NO. 468",1978-02-14T00:00:00.000Z," ",,Y,2,868281.567382812,4149.49762833273
8465,A,"RANCHO CALIFORNIA",28,485,"RANCHO CALIFORNIA NO. 28 MAP NO. 485",1979-07-09T00:00:00.000Z," ",,Y,4,857763.44140625,3693.12824096785
8468,A,"RANCHO CALIFORNIA",27,580,"RANCHO CALIFORNIA NO. 27 MAP NO. 580",1983-02-01T00:00:00.000Z," ",,Y,5,957960.459960938,4139.04730792246
8469,A,"RANCHO CALIFORNIA",27,431,"RANCHO CALIFORNIA NO. 27 MAP NO. 431",1977-02-15T00:00:00.000Z," ",,Y,2,894054.67578125,3981.41830932196
8474,A,"RANCHO CALIFORNIA",30,545,"RANCHO CALIFORNIA NO. 30 MAP NO. 545",1982-03-23T00:00:00.000Z," ",,Y,3,905393.885742188,3807.95231828913
8475,A,"RANCHO CALIFORNIA",28,589,"RANCHO CALIFORNIA NO. 28 MAP NO. 589",1985-02-26T00:00:00.000Z," ",,Y,6,1734600.12011719,5443.44788398639
8476,A,"RANCHO CALIFORNIA",30,447,"RANCHO CALIFORNIA NO. 30 MAP NO. 447",1977-08-02T00:00:00.000Z," ",,Y,1,837034.7734375,3683.3517605803
8477,A,"COACHELLA VALLEY",31,359,"COACHELLA VALLEY NO. 31 MAP NO. 359",1976-02-03T00:00:00.000Z," ",,Y,1,1775351.52832031,5329.79800685588
8478,A,"RANCHO CALIFORNIA",28,433,"RANCHO CALIFORNIA NO. 28 MAP NO. 433",1977-02-15T00:00:00.000Z," ",,Y,2,868170.3359375,3795.1462906311
8481,A,"RANCHO CALIFORNIA",28,504,"RANCHO CALIFORNIA NO. 28 MAP NO. 504",1979-05-08T00:00:00.000Z," ",,Y,5,790725.51953125,3573.43774137521
8483,A,HIGHGROVE,1,982,"HIGHGROVE NO. 1 MAP NO. 982",2008-02-05T00:00:00.000Z," ",,N,12,394340.161132812,3191.97720374992
8485,A,HIGHGROVE,1,867,"HIGHGROVE NO. 1 MAP NO. 867",1970-02-24T00:00:00.000Z," ",,Y,11,1085977.84277344,5393.65941008105
8486,A,HIGHGROVE,1,867,"HIGHGROVE NO. 1 MAP NO. 867",1970-02-24T00:00:00.000Z," ",,Y,11,200232.897460938,2362.39786103154
8487,A,HIGHGROVE,1,810,"HIGHGROVE NO. 1 MAP NO. 810",1999-07-20T00:00:00.000Z," ",,N,5,14269.298828125,1459.55350015128
8488,A,"MIRA LOMA",2,958,"MIRA LOMA NO. 2 MAP NO. 958",2006-01-10T00:00:00.000Z," ",,N,30,1666024.73046875,5143.51977403558
8489,A,"MIRA LOMA",2,914,"MIRA LOMA NO. 2 MAP NO. 914",2004-02-24T00:00:00.000Z," ",,N,27,2282282.33886719,6217.68656122318
8490,A,SAGE,1,601,"SAGE NO. 1 MAP NO. 601",1985-05-07T00:00:00.000Z," ",,N,3,1779267.58203125,5337.55519212828
8491,A,"SAN JACINTO",11,507,"SAN JACINTO NO. 11 MAP NO. 507",1979-04-17T00:00:00.000Z," ",,Y,1,17164508.4921875,17495.942396614
8492,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,854354.514648438,5509.56086023169
8493,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,1984457.03710938,14521.2869545163
8494,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,1006184.92382812,5827.34840971135
8496,A,"COACHELLA VALLEY",6,592,"COACHELLA VALLEY NO. 6 MAP NO. 592",1985-05-07T00:00:00.000Z," ",,N,3,437425.141601562,2645.55751242631
8497,A,"COACHELLA VALLEY",8,617,"COACHELLA VALLEY NO. 8 MAP NO. 617",1985-11-05T00:00:00.000Z," ",,N,2,440288.404296875,2683.87600900398
8498,A,"COACHELLA VALLEY",10,304,"COACHELLA VALLEY NO. 10 MAP NO. 304",1974-02-19T00:00:00.000Z," ",,N,3,80229.4521484375,1347.08851444676
8500,A,"MIRA LOMA",18,945,"MIRA LOMA NO. 18 MAP NO. 945",2005-03-29T00:00:00.000Z," ",,N,1,3054980.31152344,7916.06090335036
8501,A,"MIRA LOMA",18,973,"MIRA LOMA NO. 18 MAP NO. 973",2006-08-29T00:00:00.000Z," ",,N,2,1600245.140625,5061.77432988057
8502,A,WINCHESTER,10,895,"WINCHESTER NO. 10 MAP NO. 895",2006-08-29T00:00:00.000Z," ",,N,1,2546731.76855469,6632.70108363611
8503,A,WINCHESTER,10,961,"WINCHESTER NO. 10 MAP NO. 961",2006-01-10T00:00:00.000Z," ",,N,2,420335.331054688,3221.89774806494
8504,A,WINCHESTER,10,961,"WINCHESTER NO. 10 MAP NO. 961",2006-01-10T00:00:00.000Z," ",,N,2,422810.556640625,3216.71070401235
8505,A,"MIRA LOMA",3,897,"MIRA LOMA NO. 3 MAP NO. 897",2005-03-23T00:00:00.000Z," ",,N,3,3318677.61328125,9431.82582545325
8507,A,"MURRIETA HOT SPRINGS",5,691,"MURRIETA HOT SPRINGS NO. 5 MAP NO. 691",1989-02-21T00:00:00.000Z," ",,N,1,3809328.78515625,8184.19665351839
8508,A,"MIRA LOMA",2,913,"MIRA LOMA NO. 2 MAP NO. 913",2004-02-24T00:00:00.000Z," ",,N,26,721131.559570312,3698.08147845941
8509,A,"MIRA LOMA",2,785,"MIRA LOMA NO. 2 MAP NO. 785",1969-02-10T00:00:00.000Z," ",,N,7,459066.411132812,3800.77274852166
8510,A,"MIRA LOMA",2,863,"MIRA LOMA NO. 2 MAP NO. 863",2002-07-16T00:00:00.000Z," ",,N,19,3083479.1796875,7398.88891475045
8511,A,"MIRA LOMA",2,849,"MIRA LOMA NO. 2 MAP NO. 849",2002-02-05T00:00:00.000Z," ",,N,18,805518.170898438,3830.87354127741
8512,A,"MIRA LOMA",2,848,"MIRA LOMA NO. 2 MAP NO. 848",2002-04-23T00:00:00.000Z," ",,N,17,852694.862304688,3904.99827595199
8513,A,"MIRA LOMA",2,3,"MIRA LOMA NO. 2 MAP NO. 3",1972-01-11T00:00:00.000Z," ",,Y,3,3360999.56738281,7808.6845620251
8514,A,"MIRA LOMA",2,783,"MIRA LOMA NO. 2 MAP NO. 783",1997-07-29T00:00:00.000Z," ",,N,10,1576557.55664062,5019.39599549336
8515,A,"MIRA LOMA",2,907,"MIRA LOMA NO. 2 MAP NO. 907",2005-10-25T00:00:00.000Z," ",,N,25,1785169.515625,5346.80582579801
8516,A,"MIRA LOMA",2,822,"MIRA LOMA NO. 2 MAP NO. 822",1999-10-26T00:00:00.000Z," ",,N,14,1704064.34472656,5222.77785855429
8517,A,"MIRA LOMA",2,821,"MIRA LOMA NO. 2 MAP NO. 821",2000-03-07T00:00:00.000Z," ",,N,15,13377094.8193359,18471.2372702184
8519,A,"MIRA LOMA",1,977,"MIRA LOMA NO. 1 MAP NO. 977",2007-02-27T00:00:00.000Z," ",,N,17,569332.6875,3245.51041375388
8520,A,"MIRA LOMA",1,876,"MIRA LOMA NO. 1 MAP NO. 876",2003-05-13T00:00:00.000Z," ",,N,15,1685361.03320312,5314.40959388108
8521,A,"MIRA LOMA",1,837,"MIRA LOMA NO. 1 MAP NO. 837",2000-08-29T00:00:00.000Z," ",,N,12,1466521.15332031,4969.8071154065
8522,A,"MIRA LOMA",1,780,"MIRA LOMA NO. 1 MAP NO. 780",1997-03-25T00:00:00.000Z," ",,N,10,990645.047851562,4168.71467345286
8523,A,HIGHGROVE,1,839,"HIGHGROVE NO. 1 MAP NO. 839",2006-03-21T00:00:00.000Z," ",,N,8,433436.840820312,4111.95086559803
8524,A,HIGHGROVE,1,839,"HIGHGROVE NO. 1 MAP NO. 839",2006-03-21T00:00:00.000Z," ",,N,8,1849965.38964844,9114.47681485944
8525,A,HIGHGROVE,1,840,"HIGHGROVE NO. 1 MAP NO. 840",2006-03-21T00:00:00.000Z," ",,N,9,383911.844726562,3477.82824848541
8526,A,"BAUTISTA CANYON",2,909,"BAUTISTA CANYON NO. 2 MAP NO. 909",2005-11-08T00:00:00.000Z," ",,Y,9,1700797.59179688,6139.5037795339
8528,A,WINCHESTER,11,673,"WINCHESTER NO. 11 MAP NO. 673",1991-05-21T00:00:00.000Z," ",,N,1,9105211.62890625,17574.217106741
8529,A,WINCHESTER,12,823,"WINCHESTER NO. 12 MAP NO. 823",2000-03-07T00:00:00.000Z," ",,N,1,13161475.2197266,17504.2422433716
8531,A,WINCHESTER,28,826,"WINCHESTER NO. 28 MAP NO. 826",2000-03-07T00:00:00.000Z," ",,N,1,5464082.76464844,10848.3323351815
8533,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,279610.056640625,2208.59241993854
8534,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,1188556.484375,10345.0040468475
8535,A,"EL SOBRANTE",1,831,"EL SOBRANTE NO. 1 MAP NO. 831",2000-05-09T00:00:00.000Z," ",,N,17,672783.661132812,3505.51991608255
8536,A,"EAGLE VALLEY",1,984,"EAGLE VALLEY NO. 1 MAP NO. 984",2007-09-18T00:00:00.000Z," ",,N,2,3604903.59375,8638.87687670502
8537,A,"EAGLE VALLEY",1,918,"EAGLE VALLEY NO. 1 MAP NO. 918",2004-05-10T00:00:00.000Z," ",,N,1,3078819.28710938,7536.93728780048
8549,A,"RANCHO CALIFORNIA",27,509B,"RANCHO CALIFORNIA NO. 27 MAP NO. 509B",," ",,N,3B,258505.657226562,2182.55514293707
8550,A,MENIFEE,3,616,"MENIFEE NO. 3 MAP NO. 616",1985-04-02T00:00:00.000Z," ",,N,1,108156.168945312,2822.08793734672
8551,A,MENIFEE,3,804,"MENIFEE NO. 3 MAP NO. 804",1999-04-13T00:00:00.000Z," ",,N,2,523503.193359375,3284.55624376353
8553,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,1850477.51464844,5636.45394004236
8554,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,598117.017578125,5120.15851974731
8555,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,2333716.63378906,6149.84381961492
8556,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,10249828.9580078,15186.5438458142
8557,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,4380159.11523438,8621.61999125217
8558,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,733613.01171875,6518.36498683486
8559,A,"MIRA LOMA",1,633,"MIRA LOMA NO. 1 MAP NO. 633",1987-12-22T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,3,1822654.59667969,5399.6765108845
8563,A,"EAGLE VALLEY",1,990,"EAGLE VALLEY NO. 1 MAP NO. 990",1969-02-10T00:00:00.000Z," ",,Y,4,125216.40625,1415.89386397313
8581,A,"RANCHO CALIFORNIA",13,344,"RANCHO CALIFORNIA NO. 13 MAP NO. 344",1975-11-10T00:00:00.000Z," ",,Y,1,2588490.19042969,7825.91881997709
8585,A,"COACHELLA VALLEY",35,285,"COACHELLA VALLEY NO. 35 MAP NO. 285",1974-02-19T00:00:00.000Z," ",,Y,1,2544866.37207031,6509.67458907386
8586,A,"RANCHO CALIFORNIA",7,350,"RANCHO CALIFORNIA NO. 7 MAP NO. 350",1975-12-23T00:00:00.000Z," ",,Y,2,860813.04296875,4052.41033331193
8587,A,SAGE,1,409,"SAGE NO. 1 MAP NO. 409",1977-02-15T00:00:00.000Z," ",,Y,2,1392550.61035156,5443.69603066572
8588,A,ANZA,2,516,"ANZA NO. 2 MAP NO. 516",1980-02-26T00:00:00.000Z," ",,Y,1,878103.146484375,3954.34937349091
8590,A,"COACHELLA VALLEY",13,221,"COACHELLA VALLEY NO. 13 MAP NO. 221",1972-02-01T00:00:00.000Z," ",,Y,1,3537307.77832031,8008.18716093251
8597,A,"COACHELLA VALLEY",41,582,"COACHELLA VALLEY NO. 41 MAP NO. 582",1983-02-01T00:00:00.000Z," ",,Y,1,1934074.453125,7107.35829118969
8598,A,"COACHELLA VALLEY",24,363,"COACHELLA VALLEY NO. 24 MAP NO. 363",1976-02-10T00:00:00.000Z," ",,Y,1,1025696.51757812,6079.22785443051
8599,A,"MURRIETA HOT SPRINGS",10,696,"MURRIETA HOT SPRINGS NO. 10 MAP NO. 696",," ",,N,10,8211176.41210938,15222.7708361819
8603,A,"COACHELLA VALLEY",82,806,"COACHELLA VALLEY NO. 82 MAP NO. 806",1999-05-04T00:00:00.000Z," ",,N,3,17666766.0107422,18657.4630312869
8604,A,"COACHELLA VALLEY",11,197,"COACHELLA VALLEY NO. 11 MAP NO. 197",1972-01-25T00:00:00.000Z," ",,Y,1,1709507.52539062,5230.02779691527
8606,A,"MURRIETA HOT SPRINGS",9,479,"MURRIETA HOT SPRINGS NO. 9 MAP NO. 479",1978-08-22T00:00:00.000Z," ",,Y,1,834340.13671875,4347.55500620397
8612,A,"COACHELLA VALLEY",16,443,"COACHELLA VALLEY NO. 16 MAP NO. 443",1977-07-05T00:00:00.000Z," ",,Y,1,3339767.77441406,7751.72348424004
8614,A,"RANCHO CALIFORNIA",35,929,"RANCHO CALIFORNIA NO. 35 MAP NO. 929",1982-04-27T00:00:00.000Z," ",,N,1,7346397.30371094,10821.8356311394
8616,A,"RANCHO CALIFORNIA",3,930,"RANCHO CALIFORNIA NO. 3 MAP NO. 930",1970-08-24T00:00:00.000Z," ",,N,1,4416610.09765625,9099.79407549804
8619,A,"RANCHO CALIFORNIA",9,927,"RANCHO CALIFORNIA NO. 9 MAP NO. 927",2004-08-24T00:00:00.000Z," ",,N,3,2504093.05957031,13418.9860488505
8620,A,"RANCHO CALIFORNIA",9,310,"RANCHO CALIFORNIA NO. 9 MAP NO. 310",1974-09-10T00:00:00.000Z," ",,Y,1,1758778.72851562,7683.57730631942
8621,A,"COACHELLA VALLEY",43,319,"COACHELLA VALLEY NO. 43 MAP NO. 319",1975-02-04T00:00:00.000Z," ",,Y,1,1670027.296875,5169.40418059512
8627,A,"COACHELLA VALLEY",45,269,"COACHELLA VALLEY NO. 45 MAP NO. 269",1973-11-20T00:00:00.000Z," ",,Y,1,1677396.99511719,5180.89879716973
8628,A,"COACHELLA VALLEY",81,503,"COACHELLA VALLEY NO. 81 MAP NO. 503",1979-05-08T00:00:00.000Z," ",,Y,1,1718618.82128906,5244.24473984547
8629,A,"COACHELLA VALLEY",76,535,"COACHELLA VALLEY NO. 76 MAP NO. 535",1976-06-29T00:00:00.000Z," ",,N,3,1667865.82128906,5165.9149649613
8632,A,"COACHELLA VALLEY",82,593,"COACHELLA VALLEY NO. 82 MAP NO. 593",1985-05-07T00:00:00.000Z," ",,N,2,3417657.04199219,8016.28514996068
8633,A,"COACHELLA VALLEY",85,950,"COACHELLA VALLEY NO. 85 MAP NO. 950",2005-08-09T00:00:00.000Z," ",,N,1,5307710.59472656,9304.72186204002
8638,A,"COACHELLA VALLEY",47,265,"COACHELLA VALLEY NO. 47 MAP NO. 265",1973-11-20T00:00:00.000Z," ",,Y,1,4083837.42285156,8357.31190450977
8642,A,"RANCHO CALIFORNIA",19,494,"RANCHO CALIFORNIA NO. 19 MAP NO. 494",1982-02-09T00:00:00.000Z," ",,Y,7,1052557.0078125,4349.86790943173
8644,A,"RANCHO CALIFORNIA",19,396,"RANCHO CALIFORNIA NO. 19 MAP NO. 396",1977-01-25T00:00:00.000Z," ",,Y,1,830735.5078125,3941.57503266141
8645,A,"RANCHO CALIFORNIA",18,354,"RANCHO CALIFORNIA NO. 18 MAP NO. 354",2018-04-24T00:00:00.000Z," ",,N,4,1835894.8203125,5293.82402264964
8646,A,"RANCHO CALIFORNIA",18,610,"RANCHO CALIFORNIA NO. 18 MAP NO. 610",1985-02-26T00:00:00.000Z," ",,Y,3,2516154.74707031,7030.6292296533
8647,A,"RANCHO CALIFORNIA",21,534,"RANCHO CALIFORNIA NO. 21 MAP NO. 534",1981-10-27T00:00:00.000Z," ",,Y,1,792515.693359375,4096.63032585177
8648,A,"RANCHO CALIFORNIA",18,610,"RANCHO CALIFORNIA NO. 18 MAP NO. 610",1985-02-26T00:00:00.000Z," ",,Y,3,631337.71484375,3428.59137898979
8657,A,"RANCHO CALIFORNIA",19,396,"RANCHO CALIFORNIA NO. 19 MAP NO. 396",1977-01-25T00:00:00.000Z," ",,Y,1,892878.719726562,4220.65922077809
8659,A,"EL SOBRANTE",1,889,"EL SOBRANTE NO. 1 MAP NO. 889",2003-04-08T00:00:00.000Z," ",,N,21,894170.420898438,3953.95173668982
8660,A,"RANCHO CALIFORNIA",26,407,"RANCHO CALIFORNIA NO. 26 MAP NO. 407",1977-02-15T00:00:00.000Z," ",,Y,1,1679434.04980469,5423.5613302741
8661,A,"RANCHO CALIFORNIA",19,436,"RANCHO CALIFORNIA NO. 19 MAP NO. 436",1977-02-15T00:00:00.000Z," ",,Y,4,816404.47265625,3563.61123950169
8663,A,"RANCHO CALIFORNIA",19,480,"RANCHO CALIFORNIA NO. 19 MAP NO. 480",1979-02-28T00:00:00.000Z," ",,Y,6,864237.646484375,3994.46736563394
8665,A,"RANCHO CALIFORNIA",19,439,"RANCHO CALIFORNIA NO. 19 MAP NO. 439",1979-08-21T00:00:00.000Z," ",,Y,5B,438813.872070312,3074.01122417887
8666,A,"RANCHO CALIFORNIA",23,458,"RANCHO CALIFORNIA NO. 23 MAP NO. 458",1978-02-14T00:00:00.000Z," ",,Y,7,959881.833984375,4280.34497371236
8668,A,"RANCHO CALIFORNIA",18,456,"RANCHO CALIFORNIA NO. 18 MAP NO. 456",1978-01-31T00:00:00.000Z," ",,Y,2,1443393.40625,6547.86165077199
8671,A,"RANCHO CALIFORNIA",18,438,"RANCHO CALIFORNIA NO. 18 MAP NO. 438",1977-02-15T00:00:00.000Z," ",,Y,1,1629786.14550781,5357.76202625827
8675,A,"RANCHO CALIFORNIA",1,306,"RANCHO CALIFORNIA NO. 1 MAP NO. 306",1974-05-28T00:00:00.000Z," ",,Y,3,1842979.921875,6087.1616029484
8676,A,"RANCHO CALIFORNIA",1,282,"RANCHO CALIFORNIA NO. 1 MAP NO. 282",1974-02-19T00:00:00.000Z," ",,Y,2,1951607.73632812,6108.54721026179
8677,A,"RANCHO CALIFORNIA",11,356,"RANCHO CALIFORNIA NO. 11 MAP NO. 356",1976-02-03T00:00:00.000Z," ",,Y,1,1386944.48242188,6535.09119225604
8678,A,"RANCHO CALIFORNIA",11,389,"RANCHO CALIFORNIA NO. 11 MAP NO. 389",1976-09-28T00:00:00.000Z," ",,Y,3,2190865.70117188,7511.0466888462
8685,A,MENIFEE,3,812,"MENIFEE NO. 3 MAP NO. 812",1999-04-27T00:00:00.000Z," ",,N,3,522982.396484375,3387.88704300944
8686,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,3513350.15820312,8245.55052024817
8687,A,WINCHESTER,10,962,"WINCHESTER NO. 10 MAP NO. 962",1970-02-24T00:00:00.000Z," ",,Y,3,395607.923828125,3179.3580862425
8689,A,"RANCHO CALIFORNIA",8,987,"RANCHO CALIFORNIA NO. 8 MAP NO. 987",2008-09-30T00:00:00.000Z," ",,N,1,706933.60546875,3580.32415625351
8690,A,"RANCHO CALIFORNIA",16,486,"RANCHO CALIFORNIA NO. 16 MAP NO. 486",1979-01-09T00:00:00.000Z," ",,Y,5,846719.548828125,3646.04714217493
8691,A,"RANCHO CALIFORNIA",16,496,"RANCHO CALIFORNIA NO. 16 MAP NO. 496",1979-04-17T00:00:00.000Z," ",,Y,6,830934.9375,3970.42055273693
8692,A,"RANCHO CALIFORNIA",16,716,"RANCHO CALIFORNIA NO. 16 MAP NO. 716",1991-09-03T00:00:00.000Z," ",,Y,8,835337.809570312,3717.47743233143
8693,A,"RANCHO CALIFORNIA",16,496,"RANCHO CALIFORNIA NO. 16 MAP NO. 496",1979-04-17T00:00:00.000Z," ",,Y,6,843617.237304688,3733.19327343438
